State,District,LGD Code,Zone,Trade ID,Trade,KEY,254 Districts,Stage 3 Verification,Pre Skilling Enrolled,Pre Skilling Assessed,Candidates Available (Pre Skilling),Basic Skilling Enrolled,Basic Skilling Trained,Basic Skilling Assessed,Candidates Available (Basic Skilling),Total Candidates Available,Basic Skilling Certified
Karnataka,Kolar,542,South,8,Mason,542-8,Y,9902,9893,9519,383,8723,8629,8076,1443,1826,8076
